id,score_phrase,title,url,platform,score,genre,editors_choice,release_year,release_month,release_day
466,Okay,Frank Thomas: Big Hurt Baseball,/games/frank-thomas-big-hurt-baseball/pc-672,PC,6,Sports,N,1996,11,25
825,Good,SWAT 2,/games/swat-2/pc-4024,PC,7,"Action, Simulation",N,1998,8,11
827,Mediocre,SEGA Touring Car Championship,/games/sega-touring-car-championship/pc-3661,PC,5,Racing,N,1998,7,31
828,Okay,Fox Sports Golf '99,/games/fox-sports-golf-99/pc-3881,PC,6,Sports,N,1998,7,31
829,Bad,Army Men,/games/army-men/pc-3782,PC,4,Action,N,1998,7,31
830,Okay,Revenge of Arcade,/games/revenge-of-arcade/pc-3980,PC,6,Action,N,1998,7,31
831,Bad,Dominion: Storm Over Gift 3,/games/dominion-storm-over-gift-3/pc-3742,PC,4,Strategy,N,1998,7,31
832,Great,Addiction Pinball,/games/addiction-pinball/pc-3831,PC,8,Pinball,N,1998,7,30
849,Mediocre,Dune 2000,/games/dune-2000/pc-2330,PC,5.3,Strategy,N,1998,9,16
851,Awful,M.A.X. 2,/games/max-2/pc-3829,PC,3.7,Strategy,N,1998,9,15
854,Good,MechCommander,/games/mechcommander/pc-3835,PC,7.8,Strategy,N,1998,8,18
855,Painful,Pro Bass Fishing,/games/pro-bass-fishing/pc-4031,PC,2.9,Hunting,N,1998,8,18
856,Good,WarGames,/games/wargames/pc-3963,PC,7,Strategy,N,1998,8,18
857,Mediocre,Triple Play '99,/games/triple-play-99/pc-3137,PC,5,Sports,N,1998,8,13
858,Good,High Heat Baseball 1999,/games/high-heat-baseball-1999/pc-3858,PC,7,Sports,N,1998,8,13
859,Mediocre,Flesh Feast,/games/flesh-feast/pc-3636,PC,5,Action,N,1998,8,13
860,Amazing,Grim Fandango,/games/grim-fandango/pc-3100,PC,9.4,Adventure,Y,1998,11,3
862,Good,Return Fire II,/games/return-fire-ii/pc-9953,PC,7.8,Strategy,N,1998,11,2
863,Okay,Hedz,/games/hedz/pc-10460,PC,6.5,Action,N,1998,11,2
869,Good,Red Jack: Revenge of the Brethren,/games/red-jack-revenge-of-the-brethren/pc-10369,PC,7,Adventure,N,1998,10,20
875,Good,NCAA Football '99,/games/ncaa-football-99/pc-10182,PC,7,Sports,N,1998,9,11
877,Good,Incoming,/games/incoming/pc-2282,PC,7,Action,N,1998,8,13
878,Bad,Deathtrap Dungeon,/games/deathtrap-dungeon/pc-4026,PC,4.7,Action,N,1998,8,13
879,Okay,HardBall 6,/games/hardball-99/pc-3752,PC,6,Sports,N,1998,8,13
880,Great,Forsaken,/games/forsaken/pc-3104,PC,8.5,Action,N,1998,8,13
881,Okay,Urban Assault,/games/urban-assault/pc-3139,PC,6.8,Strategy,N,1998,8,13
882,Good,Warhammer: Dark Omen,/games/warhammer-dark-omen/pc-3246,PC,7,Strategy,N,1998,8,13
883,Good,Panzer Commander,/games/panzer-commander/pc-3691,PC,7,Simulation,N,1998,8,13
884,Bad,Bio F.R.E.A.K.S.,/games/bio-freaks/pc-4032,PC,4,Action,N,1998,8,13
885,Bad,Icarus: Sanctuary of the Gods,/games/icarus-sanctuary-of-the-gods/pc-4028,PC,4,RPG,N,1998,8,12
888,Bad,Trespasser,/games/trespasser/pc-4037,PC,4.7,Action,N,1998,10,30
890,Disaster,Extreme PaintBrawl,/games/extreme-paintbrawl/pc-10455,PC,0.7,Action,N,1998,10,29
892,Great,Front Office Football,/games/front-office-football/pc-10432,PC,8,"Sports, Simulation",N,1998,10,28
893,Amazing,NHL '99,/games/ea-sports-mania-pack/pc-3987,PC,9,Sports,Y,1998,10,27
896,Good,Quake II Mission Pack: Ground Zero,/games/quake-ii-mission-pack-ground-zero/pc-3935,PC,7.5,Shooter,N,1998,10,19
897,Good,Star Trek: The Next Generation: Klingon Honor Guard,/games/star-trek-the-next-generation-klingon-honor-guard/pc-3112,PC,7,Shooter,N,1998,10,16
900,Mediocre,Knights and Merchants: The Shattered Kingdom,/games/knights-and-merchants-the-shattered-kingdom/pc-3861,PC,5.9,Strategy,N,1998,10,14
902,Great,Independence War,/games/independence-war/pc-3110,PC,8,Simulation,N,1998,9,10
904,Amazing,Tom Clancy's Rainbow Six,/games/tom-clancys-rainbow-six/pc-3836,PC,9.4,Shooter,Y,1998,9,8
907,Okay,NFL GameDay 99,/games/nfl-gameday-99/pc-10158,PC,6,Sports,N,1998,9,4
909,Great,Motocross Madness [1998],/games/motocross-madness/pc-3569,PC,8,Racing,N,1998,9,2
910,Good,Sanitarium,/games/sanitarium/pc-3424,PC,7,Adventure,N,1998,8,12
911,Good,Peter Jacobsen's Golden Tee Golf,/games/peter-jacobsens-golden-tee-golf/pc-3106,PC,7.2,Sports,N,1998,8,12
912,Good,Ultim@te Race Pro,/games/ultimte-race-pro/pc-3630,PC,7,Racing,N,1998,8,12
913,Awful,Nam,/games/nam/pc-4020,PC,3,Action,N,1998,8,12
914,Amazing,Unreal,/games/unreal/pc-2189,PC,9,Shooter,Y,1998,8,12
915,Great,Final Fantasy VII,/games/final-fantasy-vii/pc-2301,PC,8.2,RPG,N,1998,8,12
916,Okay,"Game, Net & Match",/games/game-net-match/pc-3955,PC,6,Sports,N,1998,8,12
917,Amazing,"The Operational Art of War, Vol. 1",/games/the-operational-art-of-war-vol-1/pc-4021,PC,9,Strategy,Y,1998,8,12
918,Amazing,Might and Magic VI: The Mandate of Heaven,/games/might-and-magic-vi-the-mandate-of-heaven/pc-3546,PC,9,RPG,Y,1998,8,12
920,Great,Railroad Tycoon II,/games/railroad-tycoon-2-platinum-edition/pc-10174,PC,8.9,Strategy,Y,1998,10,27
926,Good,Need for Speed III: Hot Pursuit,/games/need-for-speed-iii-hot-pursuit/pc-3900,PC,7.3,Racing,N,1998,10,13
927,Okay,Brunswick Circuit Pro Bowling,/games/brunswick-circuit-pro-bowling/pc-10176,PC,6.8,Sports,N,1998,10,13
928,Good,Redline Racer,/games/redline-racer/pc-3125,PC,7,Racing,N,1998,10,12
930,Great,Caesar III,/games/caesar-iii/pc-10142,PC,8.7,Strategy,Y,1998,10,8
935,Great,Warlords III: Darklords Rising,/games/warlords-iii-darklords-rising/pc-3942,PC,8,Strategy,N,1998,9,2
936,Great,Commandos: Behind Enemy Lines,/games/commandos-behind-enemy-lines/pc-3853,PC,8.2,Strategy,N,1998,9,1
937,Okay,Leisure Suit Larry's Casino,/games/leisure-suit-larrys-casino/pc-3884,PC,6.2,Casino,N,1998,9,1
938,Good,Castrol Honda Superbike World Champions,/games/castrol-honda-superbike-world-champions-142679/pc-3595,PC,7.5,Racing,N,1998,9,1
940,Mediocre,Pro Pilot 99,/games/pro-pilot-99/pc-4019,PC,5.8,Simulation,N,1998,10,23
942,Great,Madden NFL '99,/games/madden-football/pc-9982,PC,8.5,Sports,N,1998,10,22
945,Great,Axis & Allies [1998],/games/axis-allies-1998/pc-9954,PC,8.2,Strategy,N,1998,10,21
946,Good,The Game of Life [1998],/games/the-game-of-life-1998/pc-10306,PC,7.2,Puzzle,N,1998,10,7
950,Great,NFL Blitz [1998],/games/nfl-blitz-1997/pc-2286,PC,8.5,"Sports, Action",N,1998,10,6
952,Good,Jane's IAF -- Israeli Air Force,/games/janes-2-pack-usnf-97-iaf-israeli-air-force/pc-10178,PC,7,"Flight, Simulation",N,1998,10,5
954,Okay,iF/A-18 Carrier Strike Fighter,/games/ifa-18-carrier-strike-fighter/pc-9946,PC,6.8,Simulation,N,1998,10,1
956,Okay,Get Medieval,/games/get-medieval/pc-3981,PC,6.1,Action,N,1998,8,31
957,Bad,Sensible Soccer '98,/games/sensible-soccer-98/pc-3959,PC,4.3,Sports,N,1998,8,31
959,Great,TOCA Championship Racing,/games/toca-championship-racing/pc-3381,PC,8.2,Racing,N,1998,9,30
963,Good,Spearhead,/games/spearhead/pc-3132,PC,7,Simulation,N,1998,9,29
965,Mediocre,Heart of Darkness,/games/heart-of-darkness/pc-2254,PC,5.8,Platformer,N,1998,9,29
967,Bad,Starship Titanic,/games/starship-titanic/pc-3133,PC,4.9,Adventure,N,1998,8,31
968,Good,Tiger Woods '99,/games/pga-tour-golf-the-monterey-courses/pc-4006,PC,7.8,Sports,N,1998,8,31
969,Good,X-COM: Interceptor,/games/x-com-interceptor/pc-3144,PC,7,Action,N,1998,8,31
978,Unbearable,Deep Sea Trophy Fishing,/games/deep-sea-trophy-fishing/pc-10224,PC,1.8,Hunting,N,1998,9,28
981,Mediocre,Industry Giant [1998],/games/industry-giant-1998/pc-3745,PC,5,Strategy,N,1998,8,27
998,Okay,Vangers,/games/vangers/pc-3628,PC,6.7,Action,N,1998,8,18
999,Great,Mortal Kombat 4,/games/mortal-kombat-4/pc-3940,PC,8,Fighting,N,1998,8,18
1001,Great,Fallout 2,/games/fallout-2/pc-3783,PC,8.9,RPG,Y,1998,11,13
1011,Great,NBA Live '99,/games/nba-live-99/pc-10147,PC,8.6,Sports,N,1998,11,10
1015,Great,Delta Force,/games/delta-force-908388/pc-10223,PC,8.7,Shooter,Y,1998,11,6
1016,Amazing,Shogo: Mobile Armor Division,/games/shogo-mobile-armor-division/pc-3561,PC,9,Action,Y,1998,11,6
1019,Okay,VR Baseball 2000,/games/vr-baseball-2000/pc-3834,PC,6,Sports,N,1998,11,5
1020,Bad,Rage of Mages,/games/rage-of-mages/pc-10195,PC,4.6,RPG,N,1998,11,4
1025,Great,Glover,/games/glover/pc-10599,PC,8,Puzzle,N,1998,12,11
1026,Great,Thief: The Dark Project,/games/thief-gold/pc-3476,PC,8.9,Action,Y,1998,12,11
1029,Good,Tomb Raider III: Adventures of Lara Croft,/games/tomb-raider-3-adventures-of-lara-croft/pc-10338,PC,7.7,Action,N,1998,12,10
1031,Good,The Elder Scrolls Adventures: Redguard,/games/the-elder-scrolls-adventures-redguard/pc-10576,PC,7,Adventure,N,1998,12,10
1032,Okay,Space Bunnies Must Die,/games/space-bunnies-must-die/pc-3131,PC,6.5,Action,N,1998,12,9
1041,Great,Star Wars: Rogue Squadron 3D,/games/star-wars-rogue-squadron/pc-10583,PC,8.3,"Flight, Action",N,1998,12,4
1048,Good,Test Drive 5,/games/test-drive-5/pc-10568,PC,7.8,Racing,N,1998,12,1
1049,Okay,Wheel of Fortune,/games/wheel-of-fortune-107470/pc-10570,PC,6.9,Trivia,N,1998,12,1
1052,Great,FIFA '99,/games/fifa-99/pc-10156,PC,8.7,Sports,Y,1998,11,30
1054,Amazing,Half-Life,/games/half-life-1/pc-3107,PC,9.5,Shooter,Y,1998,11,25
1055,Good,Heretic II,/games/heretic-ii/pc-3715,PC,7.9,Action,N,1998,11,25
1056,Good,SiN,/games/sin/pc-3130,PC,7,Shooter,N,1998,11,25
1063,Okay,Asteroids,/games/asteroids/pc-10495,PC,6.8,Action,N,1998,11,23
1064,Good,Jeopardy! [1998],/games/jeopardy-1998-807664/pc-10558,PC,7.4,Trivia,N,1998,11,23
1069,Okay,Blood II: The Chosen,/games/blood-ii-the-chosen/pc-3525,PC,6.2,Action,N,1998,11,19
1071,Good,Centipede [1999],/games/centipede-1999/pc-9943,PC,7.6,Action,N,1998,11,16
1073,Mediocre,Vigilance,/games/vigilance/pc-3141,PC,5.8,Action,N,1998,11,13
1121,Awful,Global Domination,/games/global-domination/pc-4009,PC,3.6,Strategy,N,1998,12,31
1122,Good,Carnivores,/games/carnivores/pc-10746,PC,7.3,Action,N,1998,12,30
1123,Great,Jane's WWII Fighters,/games/janes-wwii-fighters/pc-10745,PC,8,Simulation,N,1998,12,29
1124,Great,European Air War,/games/european-air-war/pc-3996,PC,8.2,Simulation,N,1998,12,28
1125,Okay,Combat Flight Simulator: WWII Europe Series,/games/3-great-planes-for-microsoft-combat-flight-simulator/pc-10505,PC,6.9,Simulation,N,1998,12,24
1126,Great,Powerslide,/games/powerslide/pc-3124,PC,8.5,Racing,Y,1998,12,22
1127,Okay,Quest for Glory V: Dragon Fire,/games/quest-for-glory-v-dragon-fire/pc-3671,PC,6.6,RPG,N,1998,12,21
1128,Great,Gangsters: Organized Crime,/games/gangsters-organized-crime/pc-10459,PC,8.5,Strategy,N,1998,12,18
1129,Okay,DethKarz,/games/dethkarz/pc-9926,PC,6.8,Racing,N,1998,12,18
1143,Good,"Warhammer 40,000: Chaos Gate",/games/warhammer-40k-chaos-gate/pc-10638,PC,7,Strategy,N,1998,12,15
1147,Good,Future Cop: L.A.P.D.,/games/future-cop-lapd/pc-10635,PC,7.8,Action,N,1998,12,14
1149,Great,Plane Crazy,/games/plane-crazy/pc-3549,PC,8.5,Racing,N,1998,12,11
1077,Mediocre,Fatal Abyss,/games/fatal-abyss/pc-3953,PC,5.3,Action,N,1999,1,20
1079,Mediocre,ruthless.com,/games/ruthlesscom/pc-10831,PC,5.2,Strategy,N,1999,1,19
1080,Awful,FunPack 3D,/games/funpack-3d/pc-11142,PC,3.7,Puzzle,N,1999,2,11
1081,Mediocre,Microsoft Pinball Arcade,/games/microsoft-pinball-arcade/pc-11141,PC,5.2,Pinball,N,1999,2,11
1084,Great,Tom Clancy's Rainbow Six Mission Pack: Eagle Watch,/games/tom-clancys-rainbow-six-mission-pack-eagle-watch/pc-11107,PC,8.6,Action,N,1999,2,10
1087,Painful,Sierra Sports: Skiing 1999 Edition,/games/sierra-sports-skiing-1999-edition/pc-10874,PC,2.5,Sports,N,1999,1,19
1088,Amazing,Close Combat III: The Russian Front,/games/close-combat-iii-the-russian-front/pc-10799,PC,9,Strategy,Y,1999,1,18
1089,Amazing,Baldur's Gate,/games/baldurs-gate/pc-9942,PC,9.4,RPG,Y,1999,1,18
1090,Great,Moto Racer 2,/games/moto-racer-2/pc-3777,PC,8.6,Racing,Y,1999,1,18
1092,Amazing,Starsiege: Tribes,/games/starsiege-tribes/pc-4005,PC,9.3,Shooter,Y,1999,1,15
1095,Good,ESPN X Games Pro Boarder,/games/espn-x-games-pro-boarder/pc-10789,PC,7.8,Sports,N,1999,2,8
1099,Okay,The Settlers III,/games/the-settlers-iii/pc-3555,PC,6.9,Strategy,N,1999,2,4
1101,Good,Speed Busters: American Highways,/games/speed-busters-american-highways/pc-9945,PC,7.8,Racing,N,1999,1,6
1102,Mediocre,Montezuma's Return,/games/montezumas-return/pc-3120,PC,5,Platformer,N,1999,1,6
1103,Mediocre,Snowmobile Racing,/games/snowmobile-racing/pc-10760,PC,5.1,Racing,N,1999,1,5
1105,Great,Populous: The Beginning,/games/populous-the-beginning/pc-10294,PC,8.6,Strategy,N,1999,1,1
1106,Bad,Test Drive Off-Road 2,/games/test-drive-off-road-2/pc-10221,PC,4.5,Racing,N,1999,1,14
1110,Okay,Dark Vengeance,/games/dark-vengeance/pc-3097,PC,6.8,Action,N,1999,1,11
1111,Good,S.C.A.R.S.,/games/scars-809360/pc-3945,PC,7,Racing,N,1999,1,11
1115,Good,West Front,/games/john-tillers-west-front/pc-11028,PC,7,Strategy,N,1999,2,3
1116,Good,Pro-Pinball: Big Race USA,/games/pro-pinball-big-race-usa/pc-11193,PC,7.4,Pinball,N,1999,2,1
1117,Bad,Beavis and Butt-Head: Bunghole in One,/games/beavis-and-butt-head-bunghole-in-one/pc-10965,PC,4.4,Sports,N,1999,2,1
1118,Great,Oddworld: Abe's Exoddus,/games/oddworld-abes-exoddus/pc-10214,PC,8.5,Platformer,Y,1999,1,29
1119,Good,Return to Krondor,/games/return-to-krondor/pc-8009,PC,7.4,RPG,N,1999,1,28
1130,Good,King's Quest VIII: Mask of Eternity,/games/kings-quest-viii-mask-of-eternity/pc-3529,PC,7.8,Adventure,N,1999,1,8
1132,Good,Wargasm,/games/wargasm/pc-9940,PC,7.8,Action,N,1999,1,27
1133,Awful,3-D Ultra NASCAR Pinball,/games/3-d-ultra-nascar-pinball/pc-10938,PC,3,Pinball,N,1999,1,27
1134,Painful,Extreme Tennis,/games/extreme-tennis/pc-10930,PC,2.3,Sports,N,1999,1,26
1135,Good,Wetrix,/games/wetrix/pc-9927,PC,7.8,Puzzle,N,1999,1,25
1137,Mediocre,Jeff Wayne's The War of the Worlds,/games/jeff-waynes-the-war-of-the-worlds/pc-10901,PC,5.8,Strategy,N,1999,1,22
1138,Good,Microsoft Golf 1999 Edition,/games/microsoft-golf-1999-edition-142157/pc-10892,PC,7.4,Sports,N,1999,1,21
1139,Good,Blackstone Chronicles,/games/blackstone-chronicles/pc-10893,PC,7,Adventure,N,1999,1,21
1150,Bad,WCW Nitro,/games/wcw-nitro/pc-10877,PC,4.8,Wrestling,N,1999,3,15
1151,Bad,South Park,/games/south-park/pc-10733,PC,4.5,Action,N,1999,3,12
1152,Okay,CyberStrike 2,/games/cyberstrike-2/pc-2299,PC,6.9,Simulation,N,1999,3,11
1153,Awful,Barrage,/games/barrage/pc-3147,PC,3.7,Action,N,1999,3,10
1158,Good,Turok 2: Seeds of Evil,/games/turok-2-seeds-of-evil/pc-3976,PC,7,Shooter,N,1999,2,26
1161,Okay,Thunder Brigade,/games/thunder-brigade/pc-11206,PC,6.2,Action,N,1999,2,25
1163,Great,Myth II: Soulblighter,/games/myth-ii-soulblighter/pc-10305,PC,8.9,Strategy,Y,1999,2,24
1168,Amazing,SimCity 3000,/games/simcity-3000/pc-10849,PC,9,Simulation,Y,1999,2,22
1171,Mediocre,Top Gun: Hornet's Nest,/games/top-gun-hornets-nest/pc-10538,PC,5.1,Simulation,N,1999,2,16
1173,Amazing,Sid Meier's Alpha Centauri,/games/sid-meiers-alpha-centauri/pc-9941,PC,9.5,Strategy,Y,1999,2,12
1174,Mediocre,Luftwaffe Commander,/games/luftwaffe-commander/pc-11144,PC,5.2,Simulation,N,1999,2,12
1175,Unbearable,Notepad,/games/notepad/pc-11451,PC,1.5,Productivity,N,1999,4,1
1177,Great,Star Wars: X-Wing Alliance,/games/star-wars-x-wing-alliance/pc-10172,PC,8.2,Action,N,1999,3,31
1180,Amazing,Heroes of Might and Magic III: The Restoration of Erathia,/games/heroes-of-might-and-magic-platinum-edition/pc-10222,PC,9,Strategy,Y,1999,3,29
1182,Good,Redline,/games/redline-872199/pc-10588,PC,7.1,Action,N,1999,3,29
1183,Great,EverQuest,/games/everquest/pc-2252,PC,8.4,RPG,Y,1999,3,26
1192,Okay,Resident Evil 2 (Platinum Edition),/games/resident-evil-2/pc-10402,PC,6.8,"Action, Adventure",N,1999,3,22
1195,Good,North vs. South: The Great American Civil War,/games/north-vs-south-the-great-american-civil-war/pc-11344,PC,7,Strategy,N,1999,3,19
1196,Bad,NASCAR Revolution,/games/nascar-revolution/pc-11339,PC,4.5,Racing,N,1999,3,18
1198,Mediocre,Fighter Pilot: Ready - Aim - Fire,/games/fighter-pilot-ready-aim-fire/pc-11338,PC,5,Simulation,N,1999,3,17
1199,Mediocre,Beavis and Butt-Head DO U,/games/beavis-and-butt-head-do-u/pc-11042,PC,5.6,Adventure,N,1999,3,15
1201,Great,Warzone 2100,/games/warzone-2100/pc-10652,PC,8,Strategy,N,1999,4,16
1202,Good,Triple Play 2000,/games/triple-play-2000/pc-11249,PC,7,Sports,N,1999,4,16
1203,Good,Machines,/games/machines/pc-9948,PC,7.2,Strategy,N,1999,4,15
1204,Great,Falcon 4.0,/games/falcon-40/pc-3300,PC,8.4,Simulation,Y,1999,4,15
1205,Mediocre,Rollcage,/games/rollcage/pc-11495,PC,5.2,Racing,N,1999,4,12
1208,Amazing,High Heat Baseball 2000,/games/high-heat-baseball-2000/pc-11036,PC,9,Sports,Y,1999,4,9
1210,Great,Imperialism II: The Age of Exploration,/games/imperialism-ii-the-age-of-exploration/pc-11488,PC,8.4,Strategy,N,1999,4,9
1212,Good,Carmageddon 2: Carpocalypse Now,/games/carmageddon-2-carpocalypse-now/pc-3892,PC,7,Racing,N,1999,4,8
1215,Good,Fighter Squadron: Screamin' Demons Over Europe,/games/fighter-squadron-screamin-demons-over-europe/pc-3128,PC,7.2,Simulation,N,1999,4,6
1216,Good,Starsiege,/games/starsiege/pc-4011,PC,7.7,Simulation,N,1999,4,6
1221,Bad,Army Men II,/games/army-men-ii/pc-10210,PC,4.4,Action,N,1999,4,5
1223,Great,Recoil,/games/recoil/pc-3717,PC,8.3,Action,N,1999,4,2
1224,Great,RollerCoaster Tycoon,/games/rollercoaster-tycoon/pc-10759,PC,8.5,Simulation,Y,1999,4,2
1225,Okay,Motorhead [1998],/games/motorhead/pc-3566,PC,6,Racing,N,1999,5,17
1227,Mediocre,Interplay Sports Baseball 2000,/games/interplay-sports-baseball-2000/pc-11635,PC,5,Sports,N,1999,5,7
1231,Mediocre,Tank Racer,/games/tank-racer/pc-11251,PC,5.2,Racing,N,1999,5,5
1234,Painful,Extreme Rodeo,/games/extreme-rodeo/pc-11608,PC,2,Sports,N,1999,5,4
1235,Unbearable,Extreme Bullrider,/games/extreme-bullrider/pc-11609,PC,1.5,Sports,N,1999,5,4
1237,Good,Apache Havoc: Enemy Engaged,/games/apache-havoc-enemy-engaged/pc-10372,PC,7.1,Simulation,N,1999,5,3
1238,Good,Microsoft Baseball 2000,/games/microsoft-baseball-2000-142164/pc-11549,PC,7,Sports,N,1999,4,30
1243,Okay,Requiem: Avenging Angel,/games/requiem-avenging-angel/pc-10211,PC,6.7,Action,N,1999,4,26
1244,Good,Commandos: Beyond the Call of Duty,/games/commandos-beyond-the-call-of-duty/pc-11528,PC,7.9,Strategy,N,1999,4,22
1247,Bad,Civilization: Call to Power,/games/civilization-call-to-power/pc-3999,PC,4.8,Strategy,N,1999,4,20
1248,Mediocre,Reah,/games/reah/pc-11098,PC,5,"Puzzle, Adventure",N,1999,4,19
1251,Amazing,MechWarrior 3,/games/mechwarrior-3/pc-3116,PC,9.1,Simulation,Y,1999,6,4
1252,Mediocre,Star Trek: The Next Generation: Birth of the Federation,/games/star-trek-the-next-generation-birth-of-the-federation/pc-10395,PC,5.5,Strategy,N,1999,6,4
1254,Good,Sports Car GT,/games/sports-car-gt/pc-11888,PC,7.3,Racing,N,1999,6,3
1255,Good,Grand Theft Auto: London 1969,/games/grand-theft-auto-london-1969/pc-11252,PC,7.8,Action,N,1999,6,3
1259,Great,Austin Powers Operation: Trivia,/games/austin-powers-operation-trivia/pc-11883,PC,8,Puzzle,N,1999,6,2
1264,Okay,Star Wars: Episode I: The Phantom Menace,/games/star-wars-episode-i-the-phantom-menace/pc-11411,PC,6.2,Adventure,N,1999,5,27
1265,Great,Star Wars: Episode I: Racer,/games/star-wars-episode-i-racer/pc-11398,PC,8,Racing,N,1999,5,27
1274,Great,Heavy Gear II,/games/heavy-gear-ii/pc-3820,PC,8.4,Simulation,N,1999,6,29
1276,Unbearable,Extreme Watersports,/games/extreme-watersports/pc-11834,PC,1,Sports,N,1999,5,26
1277,Good,Magic & Mayhem,/games/magic-mayhem/pc-11185,PC,7.3,Strategy,N,1999,5,25
1278,Bad,Apollo 18: The Moon Missions,/games/apollo-18-the-moon-missions/pc-11805,PC,4.2,Simulation,N,1999,5,24
1281,Good,Yoot Tower,/games/yoot-tower/pc-11789,PC,7.8,Strategy,N,1999,5,20
1282,Good,Need for Speed: High Stakes,/games/need-for-speed-high-stakes/pc-11562,PC,7.5,Racing,N,1999,6,29
1283,Great,Unreal Mission Pack: Return to Na Pali,/games/unreal-mission-pack-return-to-na-pali/pc-11653,PC,8,Action,N,1999,6,28
1291,Good,F-16 Aggressor,/games/f-16-aggressor/pc-9920,PC,7.3,Simulation,N,1999,5,20
1292,Okay,Gruntz,/games/gruntz/pc-11560,PC,6,Puzzle,N,1999,5,19
1293,Good,Boss Rally,/games/boss-rally/pc-4004,PC,7.3,Racing,N,1999,5,19
1294,Okay,Motorhead [1998],/games/motorhead/pc-3566,PC,6,Racing,N,1999,5,17
1295,Good,Might and Magic VII: For Blood and Honor,/games/might-and-magic-vii-for-blood-and-honor/pc-10208,PC,7.7,RPG,N,1999,6,18
1299,Good,Jeff Gordon XS Racing,/games/jeff-gordon-xs-racing/pc-10649,PC,7,Racing,N,1999,6,17
1315,Okay,Fleet Command,/games/fleet-command/pc-11936,PC,6.8,Strategy,N,1999,6,15
1318,Amazing,Descent 3,/games/descent-3/pc-3554,PC,9,Shooter,Y,1999,6,14
1319,Okay,Total Annihilation: Kingdoms,/games/total-annihilation-kingdoms/pc-10307,PC,6.9,Strategy,N,1999,7,6
1330,Great,Midtown Madness,/games/midtown-madness/pc-11322,PC,8.4,Racing,Y,1999,6,11
1332,Great,Aliens vs. Predator [1999],/games/aliens-vs-predator-1999/pc-3952,PC,8,Shooter,N,1999,6,11
1333,Unbearable,Extreme Boards & Blades,/games/extreme-boards-blades/pc-11833,PC,1.5,Sports,N,1999,6,9
1344,Good,Monaco Grand Prix Racing Simulation 2,/games/monaco-grand-prix-racing-simulation-2/pc-11913,PC,7.2,Racing,N,1999,6,8
1349,Great,Worms Armageddon,/games/worms-armageddon/pc-11326,PC,8.6,Strategy,Y,1999,7,2
1373,Great,Kingpin: Life of Crime,/games/kingpin-life-of-crime/pc-10506,PC,8.3,Action,N,1999,7,16
1395,Good,PGA Championship Golf 1999 Edition,/games/pga-championship-golf-1999-edition/pc-12125,PC,7.6,Sports,N,1999,7,14
1409,Good,Ultimate 8 Ball,/games/ultimate-8-ball/pc-11447,PC,7.4,Sports,N,1999,7,14
1410,Good,Fighting Steel,/games/fighting-steel/pc-12098,PC,7,Strategy,N,1999,7,13
1411,Mediocre,Links Extreme,/games/links-extreme/pc-11548,PC,5.3,Sports,N,1999,7,13
1414,Mediocre,Pro 18: World Tour Golf,/games/pro-18-world-tour-golf/pc-10173,PC,5.3,Sports,N,1999,7,12
1421,Great,Dungeon Keeper II,/games/dungeon-keeper-ii/pc-9944,PC,8.9,Strategy,Y,1999,7,9
1423,Great,F-22 Lightning 3,/games/f-22-lightning-3/pc-11884,PC,8.4,"Flight, Simulation",N,1999,7,8
1424,Mediocre,Official Formula 1 Racing,/games/official-formula-1-racing/pc-12094,PC,5,Racing,N,1999,7,8
1433,Great,Atari Arcade Hits 1,/games/atari-arcade-hits-1/pc-12302,PC,8.6,Action,N,1999,7,23
1439,Painful,Ring: The Legend of the Nibelungen,/games/ring-the-legend-of-the-nibelungen/pc-12166,PC,2.7,Adventure,N,1999,7,20
1443,Mediocre,Bleem!,/games/bleem/pc-12072,PC,5.5,Other,N,1999,7,19
1450,Good,Force 21,/games/force-21/pc-11030,PC,7.8,Strategy,N,1999,8,18
1454,Mediocre,Man of War II: Chains of Command,/games/man-of-war-ii-chains-of-command/pc-12697,PC,5.7,Strategy,N,1999,8,16
1455,Awful,Animaniacs: A Gigantic Adventure,/games/animaniacs-a-gigantic-adventure/pc-12696,PC,3.5,Action,N,1999,8,16
1456,Bad,KO,/games/ko/pc-13018,PC,4.3,Sports,N,1999,9,20
1459,Amazing,Legacy of Kain: Soul Reaver,/games/legacy-of-kain-soul-reaver/pc-11337,PC,9.2,Adventure,Y,1999,9,17
1462,Amazing,Darkstone,/games/darkstone/pc-10549,PC,9,RPG,Y,1999,8,13
1463,Good,Sid Meier's Civilization II: Test of Time,/games/sid-meiers-civilization-chronicles/pc-11481,PC,7.8,Strategy,N,1999,8,13
1464,Good,Tarzan Untamed,/games/tarzan-untamed/pc-12657,PC,7.3,Action,N,1999,8,13
1466,Okay,Starshot: Space Circus Fever,/games/starshot-space-circus-fever/pc-12672,PC,6.5,Action,N,1999,8,12
1467,Good,Hidden & Dangerous,/games/hidden-dangerous/pc-11207,PC,7.6,Action,N,1999,8,11
1468,Great,The Operational Art of War II: Modern Battles 1956-2000,/games/the-operational-art-of-war-ii-modern-battles-1956-2000/pc-12999,PC,8.6,Strategy,N,1999,9,16
1469,Mediocre,Mob Rule,/games/mob-rule/pc-12030,PC,5.2,Strategy,N,1999,9,16
1473,Awful,Extreme Mountain Biking,/games/extreme-mountain-biking/pc-12991,PC,3.5,Sports,N,1999,9,15
